add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13171-73571,9/18/2013,Withdrawn,H-1B,INDIA,,11/21/2014,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,Human Resources Administrator,129000,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,CHESTER SPRINGS,Master's
,Los Angeles,"Ralph Ehrenpreis, PLC",CALIFORNIA,,,A-13172-74128,7/2/2013,Certified-Expired,H-1B,SINGAPORE,,3/3/2015,11900 W. OLYMPIC BLVD #410,,LOS ANGELES,UNITED STATES OF AMERICA,COO/CFO,40,310-247-3840,,90064,CALIFORNIA,2002,Y,SINGAPORE,LOS ANGELES,Bachelor's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13172-74185,8/13/2013,Certified-Expired,L-1,INDIA,,3/9/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,A,INDIA,SUNNYVALE,Master's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13171-73583,7/29/2013,Certified-Expired,H-1B,INDIA,,3/10/2015,"9901 VALLEY RANCH PKWY E, SUITE 2029",,IRVING,UNITED STATES OF AMERICA,President,15,9729922322,,75063,TEXAS,2007,N,INDIA,PHOENIX,Master's
,CLARKSBURG,"THE LAW OFFICES OF PURNIMA MOOKIM, P.C.",MARYLAND,,,A-13168-72513,6/14/2013,Denied,,SRI LANKA,,5/6/2015,15 SOLOMON ISLANDS ROAD,,PRINCE FREDERICK,UNITED STATES OF AMERICA,PARTNER,10,(410) 474-4201,,20678,MARYLAND,2002,A,SRI LANKA,HUNTINGTOWN,High School
,Chicago,Zulkie Partners LLC,ILLINOIS,,,A-13169-72712,6/24/2013,Certified-Expired,H-1B,CHINA,,2/17/2015,175 WEST JACKSON BOULEVARD,,CHICAGO,UNITED STATES OF AMERICA,"Immigration Specialist, Nat'l HR",5500,617-848-4920,,60604,ILLINOIS,1924,A,CHINA,ALHAMBRA,Bachelor's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13169-72757,9/7/2013,Denied,F-1,INDIA,,9/28/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,TEMPE,Master's
,New York,,NEW YORK,,,A-13128-62274,5/13/2013,Denied,L-1,ISRAEL,,12/4/2014,3039 CORNWALLIS ROAD,BLDG. 002 /DEPT. 0O4A,RTP,UNITED STATES OF AMERICA,Manager,426751,919-254-7737,,27709,NORTH CAROLINA,1911,Y,ISRAEL,CAMPBELL,Bachelor's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13164-71395,6/14/2013,Certified-Expired,H-1B,CHILE,,1/7/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,N,CHILE,SAN FRANCISCO,Master's
,NEW YORK,"EMANDI LAW FIRM, PC.",NEW YORK,,,A-13162-70739,7/5/2013,Certified-Expired,H-1B,INDIA,,2/18/2015,6690 AMADOR PLAZA RD,SUITE 225,DUBLIN,UNITED STATES OF AMERICA,Director,30,9252187500,,94568,CALIFORNIA,2006,A,INDIA,FOSTER CITY,Associate's
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13163-71095,7/29/2013,Certified-Expired,L-1,INDIA,,2/13/2015,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,Human Resources Administrator,129000,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,EXTON,Bachelor's
,Charlotte,Garfinkel Immigration Law Firm,NORTH CAROLINA,,,A-13164-71408,8/29/2013,Certified-Expired,H-1B,MEXICO,,3/11/2015,ONE CONTINENTAL DRIVE,,AUBURN HILLS,UNITED STATES OF AMERICA,Human Resource Manager,5411,248-393-5300,,48326,MICHIGAN,1998,A,MEXICO,MORGANTON,High School
,Boston,"Tocci, Goss & Lee, PC",MASSACHUSETTS,,,A-13165-72075,7/29/2013,Certified-Expired,H-1B,ISRAEL,,2/17/2015,130 TRAPELO RD,,BELMONT,UNITED STATES OF AMERICA,CEO,10,6174895952,404,2478,MASSACHUSETTS,1994,N,UKRAINE,BROOKLINE,Master's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13170-73391,7/17/2013,Certified-Expired,H-1B,CHINA,,2/17/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,N,CHINA,MOUNTAIN VIEW,Doctorate
,Chicago,Barbus Law,ILLINOIS,,,A-13169-72824,7/5/2013,Certified-Expired,F-1,INDIA,,3/4/2015,3730 W DEVON,UNIT 2,LINCOLNWOOD,UNITED STATES OF AMERICA,President,9,3124045858,,60712,ILLINOIS,2002,A,INDIA,ELMHURST,Master's
,New York,"Sharma Yaskhi Sokolov & Susheelan, LLP",NEW YORK,,,A-13168-72544,6/18/2013,Certified,H-1B,INDIA,,9/22/2015,211 W ALABAMA AVE.,SUITE 105,RUSTON,UNITED STATES OF AMERICA,HR Manager,33,318-202-5938,,71270,LOUISIANA,2008,A,INDIA,RUSTON,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13164-71494,7/1/2013,Certified-Expired,H-1B,INDIA,,2/26/2015,30 ROCKEFELLER PLAZA,,NEW YORK,UNITED STATES OF AMERICA,"Vice President, Human Resources",2513,212-632-6500,,10020,NEW YORK,1848,Y,INDIA,EDISON,Bachelor's
,Schaumburg,"Masuda, Funai, Eifert & Mitchell, Ltd.",ILLINOIS,,,A-13170-73515,1/14/2014,Certified,H-1B,INDIA,,7/29/2015,1111 PLAZA DRIVE,SUITE #470,SCHAUMBURG,UNITED STATES OF AMERICA,Vice President,75,847-585-3424,,60173,ILLINOIS,1992,Y,INDIA,NAPERVILLE,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy LLP",NEW YORK,,,A-13163-71020,7/2/2013,Certified-Expired,H-1B,INDIA,,3/26/2015,630 DAVIS DRIVE,SUITE 150,MORRISVILLE,UNITED STATES OF AMERICA,Senior Manager,114,919-484-1690,,27560,NORTH CAROLINA,1998,N,INDIA,RANDOLPH,Master's
,Washington,Hunton & Williams LLP,DISTRICT OF COLUMBIA,,,A-13168-72593,6/21/2013,Certified-Expired,H-1B,MEXICO,,2/5/2015,4540 VIEWRIDGE AVENUE,,SAN DIEGO,UNITED STATES OF AMERICA,Human Resources Manager,230,858-614-1115,,92123,CALIFORNIA,2011,N,MEXICO,SAN DIEGO,Master's
,San Francisco,"Morgan, Lewis & Bockius LLP",CALIFORNIA,,,A-13164-71780,6/13/2013,Certified-Expired,H-1B,INDIA,,1/26/2015,130 HOLGER WAY,,SAN JOSE,UNITED STATES OF AMERICA,"Sr. Manager, HR Programs and Compliance",3300,408-333-4961,,95134,CALIFORNIA,1995,A,INDIA,SAN JOSE,Master's
,ROCKVILLE,YEAGER AND ETKIND ATTORNEYS AT LAW,MARYLAND,,,A-13168-72412,6/14/2013,Certified,H-1B1,UKRAINE,,8/26/2015,745 TIFFANY DRIVE,,GAITHERSBURG,UNITED STATES OF AMERICA,MANAGER,10,(202) 536-5360,,20878,MARYLAND,2003,A,UKRAINE,ROCKVILLE,Master's
,"WHITE PLAINS,","DELGADO & DELGADO, ESQS.",NEW YORK,,,A-13169-72747,6/18/2013,Certified,EWI,ECUADOR,,8/12/2015,119 BLACKROCK TURNPIKE,P.O. BOX 42,"REDDING RIDGE,",UNITED STATES OF AMERICA,GENERAL MANAGER,15,(203) 664-1702,,6876,CONNECTICUT,2011,A,ECUADOR,"BETHEL,",None
,Falls Church,Montagut and Sobral PC,VIRGINIA,,,A-13165-72020,7/1/2013,Certified-Expired,B-2,SOUTH KOREA,,2/20/2015,226 MAPLE AVE. WEST,SUITE LL,VIENNA,UNITED STATES OF AMERICA,President,2,703-319-1117,,22180,VIRGINIA,1994,A,SOUTH KOREA,ANNANDALE,None
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13168-72389,6/26/2013,Certified-Expired,Not in USA,SOUTH KOREA,,12/30/2014,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,BUSAN-SI,None
,Houston,"Berry Appleman & Leiden, LLP",TEXAS,,,A-13164-71483,6/21/2013,Certified-Expired,H-1B,CHINA,,1/23/2015,15600 JOHN F. KENNEDY BOULEVARD,9TH FLOOR,HOUSTON,UNITED STATES OF AMERICA,HR Administrative Assistant,324,281-987-0800,,77032,TEXAS,1984,A,CHINA,HOUSTON,Master's
,Minneapolis,Faegre Baker Daniels LLP,MINNESOTA,,,A-13162-70727,7/3/2013,Certified-Expired,Parolee,INDIA,,3/11/2015,9900 BREN ROAD EAST,MN008-W160,MINNETONKA,UNITED STATES OF AMERICA,"Director, Global Mobility",98082,(952) 936-7192,,55343,MINNESOTA,1977,A,INDIA,OXFORD,Bachelor's
,Freehold,"Alan E. Heckler, PC",NEW JERSEY,,,A-13164-71390,6/13/2013,Certified-Expired,H-1B,INDIA,,1/27/2015,3759 US HIGHWAY1 SOUTH,SUITE#104,MONMOUTH JCT,UNITED STATES OF AMERICA,PRESIDENT & CEO,325,732-384-6101,,8852,NEW JERSEY,1993,Y,INDIA,SAINT PETERSBURG,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13162-70771,6/21/2013,Certified-Expired,H-1B,INDIA,,3/18/2015,10 SOUTH DEARBORN STREET,IL1-0043,CHICAGO,UNITED STATES OF AMERICA,Executive Director & Assistant General Counsel,239000,312-732-2655,,60603,ILLINOIS,1838,A,INDIA,BROOKLYN,Master's
,NEW YORK,BARST MUKAMAL & KLEINER LLP,NEW YORK,,,A-13170-73129,8/6/2013,Certified-Expired,H-1B,RUSSIA,,3/31/2015,475 PARK AVENUE SOUTH,15TH FLOOR,NEW YORK,UNITED STATES OF AMERICA,PRESIDENT,15,212-378-4108,,10016,NEW YORK,1997,A,RUSSIA,ASTORIA,Doctorate
,New York,"BURKE, STONE & ARTEFICIO, LLP",NEW YORK,,,A-13162-70728,7/1/2013,Certified-Expired,TN,CANADA,,2/24/2015,"535 FIFTH AVENUE, 8TH FLOOR",,NEW YORK,UNITED STATES OF AMERICA,General Manager,950,646-200-7540,,10017,NEW YORK,1973,A,CANADA,FRESH MEADOWS,Master's
,San Jose,LSI Corporation,CALIFORNIA,,,A-13162-70842,6/14/2013,Certified-Expired,H-1B,INDIA,,2/6/2015,1320 RIDDER PARK DRIVE,,SAN JOSE,UNITED STATES OF AMERICA,Division Counsel,4500,4084337628,,95131,CALIFORNIA,1981,A,INDIA,SAN JOSE,Master's
,Dallas,"Berry Appleman & Leiden, LLP",TEXAS,,,A-13164-71423,9/3/2013,Certified,H-1B,INDIA,,4/15/2015,"6300 LEGACY DR., R1-C10",,PLANO,UNITED STATES OF AMERICA,Immigration Specialist II,90000,972-583-1725,,75024,TEXAS,1984,A,INDIA,DALLAS,Master's
,Houston,Harry Gee & Associates PLLC,TEXAS,,,A-13170-73180,7/15/2013,Certified,,INDIA,,9/30/2015,2425 FOUNTAIN VIEW DR.,#310,HOUSTON,UNITED STATES OF AMERICA,Chief Financial Officer,18,8322018500,,77057,TEXAS,1997,Y,INDIA,BAYTOWN,Master's
,Atlanta,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-13170-73192,8/5/2013,Certified-Expired,L-1,INDIA,,3/13/2015,851 WEST CYPRESS CREEK ROAD,,FORT LAUDERDALE,UNITED STATES OF AMERICA,Sr. Immigration Specialist,5600,954-267-3000,7872,33309,FLORIDA,1989,A,INDIA,SAN JOSE,Bachelor's
,Waltham,"Morse, Barnes-Brown & Pendleton PC",MASSACHUSETTS,,,A-13170-73175,6/27/2013,Certified-Expired,H-1B,IRAN,,1/30/2015,35 NAGOG PARK,,ACTON,UNITED STATES OF AMERICA,VP Finance/Administration,62,978-263-6610,,1720,MASSACHUSETTS,2002,A,IRAN,ACTON,Master's
,Chicago,Vedder Price P.C.,ILLINOIS,,,A-13165-71926,7/19/2013,Certified-Expired,L-1,UNITED KINGDOM,,2/18/2015,1800 SHERMAN AVE.,7TH FLOOR,EVANSTON,UNITED STATES OF AMERICA,Principal and Manager of Human Resources,960,847-492-3655,,60201,ILLINOIS,1983,A,UNITED KINGDOM,SAN FRANCISCO,Master's
,TROY,FAKHOURY LAW GROUP,MICHIGAN,,,A-13165-71928,6/14/2013,Certified-Expired,H-1B,CANADA,,2/23/2015,ETHAN ALLEN DRIVE,,DANBURY,UNITED STATES OF AMERICA,SR. HUMAN RESOURCES BUSINESS PARTNER,4300,(203) 743-8000,,6811,CONNECTICUT,1932,Y,CHINA,IRVINE,Bachelor's
,Atlanta,Arnall Golden Gregory LLP,GEORGIA,,,A-13165-71977,7/26/2013,Withdrawn,H-1B,INDIA,,1/7/2015,1050 CROWN POINTE PARKWAY,SUITE 1000,ATLANTA,UNITED STATES OF AMERICA,"Senior Manager, Human Resources",500,770-551-9494,6049,30338,GEORGIA,2007,N,INDIA,BAYONNE,Bachelor's
,San Diego,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13165-72148,8/21/2013,Certified-Expired,H-1B,INDIA,,3/9/2015,5775 MOREHOUSE DRIVE,,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - Qualcomm HR,26600,858-651-1440,,92121,CALIFORNIA,2011,N,INDIA,SAN DIEGO,Master's
,New Orleans,"law offices of donglai yang, llc",LOUISIANA,,,A-13166-72238,6/29/2013,Certified-Expired,,CHINA,,1/6/2015,2037 WILLIAMS BLVD.,,KENNER,UNITED STATES OF AMERICA,owner,10,5044674412,,70062,LOUISIANA,1990,A,CHINA,ZHONGSHAN CITY,None
,Covina,"Law Offices of Eugene M. Palacios, APLC",CALIFORNIA,,,A-13172-74191,6/30/2013,Certified-Expired,H-1B,HONG KONG,,2/11/2015,1922 N.BROADWAY,,SANTA ANA,UNITED STATES OF AMERICA,CEO,250,714-901-4200,,92706,CALIFORNIA,1990,A,HONG KONG,BAKERSFIELD,Master's
,Metairie,Ware | Gasparian,LOUISIANA,,,A-13170-73188,7/16/2013,Certified-Expired,B-2,EL SALVADOR,,3/2/2015,2040 HWY 80,,HAUGHTON,UNITED STATES OF AMERICA,Manager,21,318 949-2599,,71037,LOUISIANA,1993,A,EL SALVADOR,HAUGHTON,None
,Santa Clara,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13170-73100,6/26/2013,Certified-Expired,H-1B,INDIA,,1/26/2015,3225 OAKMEAD VILLAGE DRIVE,,SANTA CLARA,UNITED STATES OF AMERICA,Global Immigration Program Manager,13000,408-727-5555,,95054,CALIFORNIA,1967,A,KUWAIT,SANTA CLARA,Master's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13169-73057,6/19/2013,Certified-Expired,H-1B,INDIA,,2/2/2015,1303 E. ALGONQUIN ROAD,,SCHAUMBURG,UNITED STATES OF AMERICA,Global Immigration Program Manager,22000,847-576-5000,,60196,ILLINOIS,1928,A,INDIA,GURNEE,Master's
,Boston,Seyfarth Shaw LLP,MASSACHUSETTS,,,A-13164-71573,6/28/2013,Denied,H-1B,INDIA,,5/19/2015,133 BOSTON POST ROAD,,WESTON,UNITED STATES OF AMERICA,Senior Vice President of Human Resources,23,978-461-8000,,2493,MASSACHUSETTS,1967,Y,INDIA,SANTA CLARA,Master's
,,,,,,A-13173-74266,6/24/2013,Certified-Expired,,CHINA,,2/9/2015,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,COMPLEX HR MANAGER,1400,3343871711,,36108,ALABAMA,2006,A,CHINA,JI'NAN,Other
,LOS ANGELES,LAW OFFICES OF MANJU PATIL,CALIFORNIA,,,A-13177-75201,6/24/2013,Withdrawn,H-1B,INDIA,,8/27/2015,600 N. HIGHLAND SPRINGS,,BANNING,UNITED STATES OF AMERICA,EXECUTIVE DIRECTOR OF HR,476,(951) 769-2169,,92220,CALIFORNIA,1990,A,INDIA,LOMA LINDA,Doctorate
,Worcester,"Tadmor & Tadmor, LLP",MASSACHUSETTS,,,A-13176-74736,7/12/2013,Certified-Expired,H-1B,INDIA,,2/11/2015,3000 BAYPORT DRIVE,SUITE#840,TAMPA,UNITED STATES OF AMERICA,Vice President,83,727-723-0801,306,33607,FLORIDA,1999,Y,INDIA,ARLINGTON HEIGHTS,Bachelor's
,Boynton Beach,Immigration Law Office Richard A. Hujber,FLORIDA,,,A-13171-73644,6/26/2013,Denied,P-1,PERU,,1/26/2015,105 JACKSON STREET,,GARDEN CITY,UNITED STATES OF AMERICA,HUMAN RESOURCES MANAGER,70,5168079304,,11530,NEW YORK,2003,A,PERU,LAKE WORTH,None
,NEW YORK,"LAW OFFICE OF ANDREW PARK, P.C.",NEW YORK,,,A-13154-68063,5/31/2013,Certified-Expired,H-1B,SOUTH KOREA,,1/7/2015,35-56 159TH STREET,,FLUSHING,UNITED STATES OF AMERICA,SECRETARY OF KCS BOARD OF DIRECTOR,24,(718) 939-6137,,11358,NEW YORK,1973,A,SOUTH KOREA,OAKLAND GARDENS,Master's
,San Francisco,"Morgan, Lewis & Bockius LLP",CALIFORNIA,,,A-13164-71785,6/13/2013,Certified-Expired,H-1B,INDIA,,2/3/2015,130 HOLGER WAY,,SAN JOSE,UNITED STATES OF AMERICA,"Sr. Manager, HR Programs and Compliance",3300,408-333-4961,,95134,CALIFORNIA,1995,A,INDIA,SUNNYVALE,Master's
,Houston,Berry Appleman & Leiden LLP,TEXAS,,,A-13176-75020,7/25/2013,Certified-Expired,H-1B,INDIA,,3/4/2015,9127 SOUTH JAMAICA STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,U.S. Immigration Consultant,3933,888-242-6445,,80112,COLORADO,2003,A,INDIA,BATON ROUGE,Master's
,New Orleans,Law Offices of Brenda J. DeArmas Ricci,LOUISIANA,,,A-13170-73334,6/25/2013,Certified-Expired,H-1B,INDIA,,1/13/2015,2901 RICHLAND AVENUE,,METAIRIE,UNITED STATES OF AMERICA,President/Owner,10,5048888832,,70002,LOUISIANA,1986,A,INDIA,METAIRIE,Bachelor's
,New York,"Law Offices of Peng Fang, P. C.",NEW YORK,,,A-13170-73352,6/19/2013,Certified-Expired,H-1B,CHINA,,1/21/2015,70 WEST 36TH STREET,SUITE 702,NEW YORK,UNITED STATES OF AMERICA,President,86,2124322848,,10018,NEW YORK,1993,A,CHINA,BROOKLYN,Master's
,Farmington Hills,"Law Offices of Amarnath Gowda, LL.B., J.D.",MICHIGAN,,,A-13168-72547,1/20/2014,Certified,H-1B,INDIA,,7/10/2015,45625 GRAND RIVER AVE,,NOVI,UNITED STATES OF AMERICA,CEO / President,160,248-350-1515,,48374,MICHIGAN,1994,A,INDIA,CHARLOTTE,Master's
,Chicago,Law Offices of Susan Fortino-Brown,ILLINOIS,,,A-13169-72989,7/16/2013,Certified-Expired,H-1B,MALAYSIA,,3/3/2015,3000 KLONDIKE ROAD,,WEST LAFAYETTE,UNITED STATES OF AMERICA,Human Resource Manager,650,765-464-2500,,47906,INDIANA,1950,A,MALAYSIA,WEST LAFAYETTE,Bachelor's
,,,,,,A-13177-75116,6/26/2013,Certified-Expired,,CHINA,,2/9/2015,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,davidavidperrie,1400,3343871711,,36108,ALABAMA,2006,A,CHINA,FUZHOU,Master's
,,,,,,A-13177-75117,6/26/2013,Certified-Expired,,CHINA,,2/11/2015,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,davidavidperrie,1400,3343871711,,36108,ALABAMA,2006,A,CHINA,BEIJING,Associate's
,Washington,"Fragomen, Del Rey, Bernsen & Loewy LLP",DISTRICT OF COLUMBIA,,,A-13171-73698,7/25/2013,Certified-Expired,H-1B,INDIA,,2/20/2015,8750 N. CENTRAL EXWY 20TH FLOOR,,DALLAS,UNITED STATES OF AMERICA,"Manager, HR Programs",2000,214 750 2700,,75231,TEXAS,1999,A,INDIA,PLANO,Master's
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13164-71467,6/13/2013,Certified-Expired,Not in USA,SOUTH KOREA,,1/2/2015,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,INCHEON,None
,Rockville,"Wilde and Associates, LLC",MARYLAND,,,A-13168-72430,6/26/2013,Certified-Expired,Not in USA,SOUTH KOREA,,12/30/2014,385 PILCH ROAD,P.O. BOX 729,TROUTMAN,UNITED STATES OF AMERICA,Corporate Director of Human Resources,2000,(704) 528-4501,,28166,NORTH CAROLINA,1986,A,SOUTH KOREA,BUCHEON-SI,None
,Royal Oak,"Roby Law Associates, PLLC",MICHIGAN,,,A-13172-74181,8/2/2013,Certified-Expired,TN,CANADA,,3/19/2015,3933  AUTOMATION AVE,,AUBURN HILLS,UNITED STATES OF AMERICA,"Director, Human Resources - Detroit",418,248-339-4000,,48326,MICHIGAN,1977,A,CANADA,CLARKSTON,Associate's
,Addison,"Fragomen, Del Rey, Bernsen & Loewy, LLP",TEXAS,,,A-13177-75202,1/22/2014,Certified,H-1B,INDIA,,6/12/2015,1095 AVENUE OF THE AMERICAS,,NEW YORK,UNITED STATES OF AMERICA,Senior Analyst,193900,972-718-1548,,10036,NEW YORK,2000,A,INDIA,IRVING,Bachelor's
,Minneapolis,"D.S. Erickson & Associates, PLLC",MINNESOTA,,,A-13158-69811,11/22/2013,Denied,H-1B,INDIA,,5/14/2015,920 SECOND AVENUE SOUTH,STE. 850,MINNEAPOLIS,UNITED STATES OF AMERICA,President,5,612-330-9889,,55402,MINNESOTA,2008,Y,INDIA,ROSEVILLE,Master's
,Hartford,Robinson & Cole LLP,CONNECTICUT,,,A-13171-73772,7/15/2013,Certified-Expired,Parolee,INDIA,,3/5/2015,400 MAIN STREET,,EAST HARTFORD,UNITED STATES OF AMERICA,"Manager, Expatriate and International Programs",3700,860-565-4321,,6108,CONNECTICUT,1925,N,INDIA,SAN DIEGO,Bachelor's
,HOBOKEN,"RAMCHAND & RAVAL, P.C.",NEW JERSEY,,,A-13176-74726,6/24/2013,Denied,H-1B,INDIA,,7/20/2015,1911 W. DR MARTIN LUTHER KING JR BLVD,,TAMPA,UNITED STATES OF AMERICA,PRESIDENT,5,(813) 933-5830,,33607,FLORIDA,2011,A,INDIA,MILFORD,Bachelor's
,Placentia,,CALIFORNIA,,,A-13164-71798,6/17/2013,Denied,H-1B,INDIA,,1/21/2015,15615 ALTON PARKWAY,SUITE 450,IRVINE,UNITED STATES OF AMERICA,CTO,44,949-732-3100,,92618,CALIFORNIA,2002,Y,INDIA,WESTWOOD,Master's
,Palo Alto,,CALIFORNIA,,,A-13168-72432,7/10/2013,Denied,H-1B,RUSSIA,,3/4/2015,155 CONSTITUTION DR.,,MENLO PARK,UNITED STATES OF AMERICA,EVP,31,4087441002,,94025,CALIFORNIA,2003,A,RUSSIA,MOUNTAIN VIEW,Master's
,Sarasota,Scarlatelli P.A.,FLORIDA,,,A-13164-71385,6/13/2013,Denied,,MEXICO,,1/12/2015,1200 1ST AVENUE WEST,,BRADENTON,UNITED STATES OF AMERICA,General Manager & Executive Chef,80,9417488087,,34205,FLORIDA,1971,A,MEXICO,BRADENTON,None
,DANBURY,"LAW OFFICES OF CYNTHIA R. EXNER, LLC",CONNECTICUT,,,A-13162-70729,6/11/2013,Certified,,ARGENTINA,,8/10/2015,"458 DANBURY ROAD, BLDG A",UNIT 6,NEW MILFORD,UNITED STATES OF AMERICA,OWNER/MEMBER,10,(203) 775-9244,,6776,CONNECTICUT,1996,A,ARGENTINA,MISIONES,Other
,Los Angeles,Law Offices of David S. Lim,CALIFORNIA,,,A-13168-72448,6/20/2013,Certified-Expired,,SOUTH KOREA,,2/9/2015,"2100 N. LONG BEACH BLVD., STE E-21",,COMPTON,UNITED STATES OF AMERICA,President,1,310-631-9080,,90221,CALIFORNIA,2006,A,SOUTH KOREA,SEOUL,Master's
,Houston,Jackson Walker L.L.P.,TEXAS,,,A-13168-72464,6/19/2013,Certified-Expired,H-1B,UNITED KINGDOM,,2/17/2015,1 SUGAR CREEK CENTER BLVD.,SUITE 700,SUGAR LAND,UNITED STATES OF AMERICA,Managing Director,109,281 340 5212,,77478,TEXAS,2006,A,UNITED KINGDOM,SUGAR LAND,High School
,San Diego,"Fragomen, Del Rey, Bernsen, & Loewy, LLP",CALIFORNIA,,,A-13169-73035,8/23/2013,Certified-Expired,H-1B,FRANCE,,3/9/2015,5775 MOREHOUSE DRIVE,,SAN DIEGO,UNITED STATES OF AMERICA,Immigration Specialist - QUALCOMM HR,26600,858-651-1440,,92121,CALIFORNIA,2011,N,FRANCE,SAN DIEGO,Master's
,San Francisco,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13170-73446,6/28/2013,Denied,H-1B,INDIA,,12/24/2014,500 ORACLE PARKWAY,,REDWOOD SHORES,UNITED STATES OF AMERICA,Immigration Specialist,115000,650-506-7000,,94065,CALIFORNIA,1977,A,INDIA,SAN JOSE,Master's
,Chicago,"American Services Network, PC",,,,A-13170-73454,6/25/2013,Denied,H-1B,BOSNIA AND HERZEGOVINA,,1/23/2015,27-43 WORMWOOD,6TH FLOOR,BOSTON,UNITED STATES OF AMERICA,Head of Finance and Administration,14,6178943701,,2210,MASSACHUSETTS,2009,A,BOSNIA AND HERZEGOVINA,BOSTON,Master's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13168-72469,9/23/2013,Denied,H-1B,CANADA,,8/13/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,N,CANADA,SAN JOSE,Bachelor's
,NEW YORK,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",NEW YORK,,,A-13165-72023,6/14/2013,Certified,H-1B,CANADA,,7/1/2015,200 WEST STREET,,NEW YORK,UNITED STATES OF AMERICA,"VICE PRESIDENT, HUMAN CAPITAL MANAGEMENT",10941,(212) 902-1000,,10282,NEW YORK,1869,A,CANADA,NEW YORK,Bachelor's
,"PITTSBURGH,","MAY LAW GROUP, LLC",PENNSYLVANIA,,,A-13168-72361,6/17/2013,Denied,H-1B,CANADA,,1/7/2015,5 GATEWAY CENTER,,PITTSBURGH,UNITED STATES OF AMERICA,RESOURCE TECHNICIAN,900,(412) 562-2386,,15222,PENNSYLVANIA,1942,A,CANADA,SEWICKLEY,Master's
